as_of_date,first_signal,second_signal,observations,spearman_correlation
2017-04-28,average_dollar_volume_20d_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2017-05-31,average_dollar_volume_20d_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2017-06-30,average_dollar_volume_20d_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2017-07-31,average_dollar_volume_20d_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2017-08-31,average_dollar_volume_20d_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2017-09-29,average_dollar_volume_20d_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2017-10-31,average_dollar_volume_20d_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2017-11-30,average_dollar_volume_20d_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2017-12-29,average_dollar_volume_20d_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2018-01-31,average_dollar_volume_20d_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2018-02-28,average_dollar_volume_20d_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2018-03-29,average_dollar_volume_20d_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2018-04-30,average_dollar_volume_20d_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2018-05-31,average_dollar_volume_20d_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2018-06-29,average_dollar_volume_20d_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2018-07-31,average_dollar_volume_20d_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2018-08-31,average_dollar_volume_20d_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2018-09-28,average_dollar_volume_20d_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2018-10-31,average_dollar_volume_20d_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2018-11-30,average_dollar_volume_20d_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2018-12-31,average_dollar_volume_20d_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2019-01-31,average_dollar_volume_20d_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2019-02-28,average_dollar_volume_20d_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2019-03-29,average_dollar_volume_20d_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2019-04-30,average_dollar_volume_20d_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2019-05-31,average_dollar_volume_20d_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2019-06-28,average_dollar_volume_20d_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2019-07-31,average_dollar_volume_20d_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2019-08-30,average_dollar_volume_20d_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2019-09-30,average_dollar_volume_20d_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2019-10-31,average_dollar_volume_20d_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2019-11-29,average_dollar_volume_20d_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2019-12-31,average_dollar_volume_20d_sector_neutral,zero_volume_ratio_60d_sector_neutral,50,
2014-01-31,beta_60d_market_sector_neutral,amihud_illiquidity_20d_sector_neutral,0,
2014-02-28,beta_60d_market_sector_neutral,amihud_illiquidity_20d_sector_neutral,0,
2014-03-31,beta_60d_market_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.3936134453781513
2014-04-30,beta_60d_market_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.35327731092436976
2014-05-30,beta_60d_market_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.23486194477791117
2014-06-30,beta_60d_market_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.2708763505402161
2014-07-31,beta_60d_market_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.18521008403361344
2014-08-29,beta_60d_market_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.1607202881152461
2014-09-30,beta_60d_market_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.26252100840336134
2014-10-31,beta_60d_market_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.4362545018007203
2014-11-28,beta_60d_market_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.5127010804321729
2014-12-31,beta_60d_market_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.45786314525810323
2015-01-30,beta_60d_market_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.23303721488595439
2015-02-27,beta_60d_market_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.2238175270108043
2015-03-31,beta_60d_market_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.2706842737094838
2015-04-30,beta_60d_market_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.4129171668667466
2015-05-29,beta_60d_market_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.3907322929171668
2015-06-30,beta_60d_market_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.1440096038415366
2015-07-31,beta_60d_market_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.1771428571428571
2015-08-31,beta_60d_market_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.1908763505402161
2015-09-30,beta_60d_market_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.19990396158463383
2015-10-30,beta_60d_market_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.22487394957983195
2015-11-30,beta_60d_market_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.2946938775510204
2015-12-31,beta_60d_market_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.1253781512605042
2016-01-29,beta_60d_market_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.06132052821128451
2016-02-29,beta_60d_market_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.2835534213685474
2016-03-31,beta_60d_market_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.2568547418967587
2016-04-29,beta_60d_market_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.3932292917166867
2016-05-31,beta_60d_market_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.4346218487394958
2016-06-30,beta_60d_market_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.41867947178871545
2016-07-29,beta_60d_market_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.33935174069627844
2016-08-31,beta_60d_market_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.35423769507803116
2016-09-30,beta_60d_market_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.5637935174069627
2016-10-31,beta_60d_market_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.4787995198079231
2016-11-30,beta_60d_market_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.4470108043217287
2016-12-30,beta_60d_market_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.3528931572629051
2017-01-31,beta_60d_market_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.21114045618247296
2017-02-28,beta_60d_market_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.41800720288115245
2017-03-31,beta_60d_market_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.3798799519807923
2017-04-28,beta_60d_market_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.32763505402160864
2017-05-31,beta_60d_market_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.18021608643457382
2017-06-30,beta_60d_market_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,-0.03510204081632653
2017-07-31,beta_60d_market_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.0811044417767107
2017-08-31,beta_60d_market_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.28585834333733495
2017-09-29,beta_60d_market_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.16888355342136854
2017-10-31,beta_60d_market_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.047587034813925566
2017-11-30,beta_60d_market_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,-0.07611044417767106
2017-12-29,beta_60d_market_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.038367346938775505
2018-01-31,beta_60d_market_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.23995198079231692
2018-02-28,beta_60d_market_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,-0.0030252100840336134
2018-03-29,beta_60d_market_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,-0.0981032412965186
2018-04-30,beta_60d_market_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,-0.18665066026410562
2018-05-31,beta_60d_market_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,-0.22103241296518605
2018-06-29,beta_60d_market_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.020120048019207682
2018-07-31,beta_60d_market_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.1836734693877551
2018-08-31,beta_60d_market_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.13027611044417767
2018-09-28,beta_60d_market_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.06698679471788715
2018-10-31,beta_60d_market_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.09090036014405761
2018-11-30,beta_60d_market_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.12182472989195677
2018-12-31,beta_60d_market_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.05728691476590636
2019-01-31,beta_60d_market_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.027034813925570226
2019-02-28,beta_60d_market_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.09291716686674668
2019-03-29,beta_60d_market_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.15534213685474188
2019-04-30,beta_60d_market_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.27500600240096035
2019-05-31,beta_60d_market_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.3150540216086435
2019-06-28,beta_60d_market_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.3425210084033613
2019-07-31,beta_60d_market_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.22785114045618246
2019-08-30,beta_60d_market_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.31985594237695075
2019-09-30,beta_60d_market_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.291140456182473
2019-10-31,beta_60d_market_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.2920048019207683
2019-11-29,beta_60d_market_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.1059783913565426
2019-12-31,beta_60d_market_sector_neutral,amihud_illiquidity_20d_sector_neutral,50,0.20528211284513803
2014-01-31,beta_60d_market_sector_neutral,average_dollar_volume_20d_sector_neutral,0,
2014-02-28,beta_60d_market_sector_neutral,average_dollar_volume_20d_sector_neutral,0,
2014-03-31,beta_60d_market_sector_neutral,average_dollar_volume_20d_sector_neutral,50,-0.03241296518607443
2014-04-30,beta_60d_market_sector_neutral,average_dollar_volume_20d_sector_neutral,50,0.15726290516206481
2014-05-30,beta_60d_market_sector_neutral,average_dollar_volume_20d_sector_neutral,50,0.1493877551020408
2014-06-30,beta_60d_market_sector_neutral,average_dollar_volume_20d_sector_neutral,50,0.18434573829531814
2014-07-31,beta_60d_market_sector_neutral,average_dollar_volume_20d_sector_neutral,50,0.19308523409363745
2014-08-29,beta_60d_market_sector_neutral,average_dollar_volume_20d_sector_neutral,50,0.03567827130852341
2014-09-30,beta_60d_market_sector_neutral,average_dollar_volume_20d_sector_neutral,50,0.08081632653061224
2014-10-31,beta_60d_market_sector_neutral,average_dollar_volume_20d_sector_neutral,50,-0.01310924369747899
2014-11-28,beta_60d_market_sector_neutral,average_dollar_volume_20d_sector_neutral,50,-0.0902280912364946
2014-12-31,beta_60d_market_sector_neutral,average_dollar_volume_20d_sector_neutral,50,-0.11644657863145258
2015-01-30,beta_60d_market_sector_neutral,average_dollar_volume_20d_sector_neutral,50,0.15140456182472986
2015-02-27,beta_60d_market_sector_neutral,average_dollar_volume_20d_sector_neutral,50,0.03923169267707083
2015-03-31,beta_60d_market_sector_neutral,average_dollar_volume_20d_sector_neutral,50,-0.06996398559423768
2015-04-30,beta_60d_market_sector_neutral,average_dollar_volume_20d_sector_neutral,50,-0.17464585834333732
2015-05-29,beta_60d_market_sector_neutral,average_dollar_volume_20d_sector_neutral,50,-0.1185594237695078
2015-06-30,beta_60d_market_sector_neutral,average_dollar_volume_20d_sector_neutral,50,-0.0563265306122449
2015-07-31,beta_60d_market_sector_neutral,average_dollar_volume_20d_sector_neutral,50,0.10588235294117646
2015-08-31,beta_60d_market_sector_neutral,average_dollar_volume_20d_sector_neutral,50,0.2508043217286915
2015-09-30,beta_60d_market_sector_neutral,average_dollar_volume_20d_sector_neutral,50,0.2482112845138055
2015-10-30,beta_60d_market_sector_neutral,average_dollar_volume_20d_sector_neutral,50,0.26213685474189674
2015-11-30,beta_60d_market_sector_neutral,average_dollar_volume_20d_sector_neutral,50,-0.07678271308523409
2015-12-31,beta_60d_market_sector_neutral,average_dollar_volume_20d_sector_neutral,50,0.1479471788715486
2016-01-29,beta_60d_market_sector_neutral,average_dollar_volume_20d_sector_neutral,50,0.2415846338535414
2016-02-29,beta_60d_market_sector_neutral,average_dollar_volume_20d_sector_neutral,50,0.1648499399759904
2016-03-31,beta_60d_market_sector_neutral,average_dollar_volume_20d_sector_neutral,50,0.1736854741896759
2016-04-29,beta_60d_market_sector_neutral,average_dollar_volume_20d_sector_neutral,50,0.06881152460984392
2016-05-31,beta_60d_market_sector_neutral,average_dollar_volume_20d_sector_neutral,50,-0.08715486194477791
2016-06-30,beta_60d_market_sector_neutral,average_dollar_volume_20d_sector_neutral,50,-0.009267707082833133
2016-07-29,beta_60d_market_sector_neutral,average_dollar_volume_20d_sector_neutral,50,0.05584633853541416
2016-08-31,beta_60d_market_sector_neutral,average_dollar_volume_20d_sector_neutral,50,-0.0114765906362545
2016-09-30,beta_60d_market_sector_neutral,average_dollar_volume_20d_sector_neutral,50,-0.20364945978391355
2016-10-31,beta_60d_market_sector_neutral,average_dollar_volume_20d_sector_neutral,50,-0.10175270108043216
2016-11-30,beta_60d_market_sector_neutral,average_dollar_volume_20d_sector_neutral,50,-0.036638655462184866
2016-12-30,beta_60d_market_sector_neutral,average_dollar_volume_20d_sector_neutral,50,-0.04220888355342137
2017-01-31,beta_60d_market_sector_neutral,average_dollar_volume_20d_sector_neutral,50,0.19433373349339736
2017-02-28,beta_60d_market_sector_neutral,average_dollar_volume_20d_sector_neutral,50,-0.004081632653061224
2017-03-31,beta_60d_market_sector_neutral,average_dollar_volume_20d_sector_neutral,50,0.13123649459783912
2017-04-28,beta_60d_market_sector_neutral,average_dollar_volume_20d_sector_neutral,50,0.17205282112845138
2017-05-31,beta_60d_market_sector_neutral,average_dollar_volume_20d_sector_neutral,50,0.26232893157262904
2017-06-30,beta_60d_market_sector_neutral,average_dollar_volume_20d_sector_neutral,50,0.37795918367346937
2017-07-31,beta_60d_market_sector_neutral,average_dollar_volume_20d_sector_neutral,50,0.32533013205282113
2017-08-31,beta_60d_market_sector_neutral,average_dollar_volume_20d_sector_neutral,50,0.16052821128451378
2017-09-29,beta_60d_market_sector_neutral,average_dollar_volume_20d_sector_neutral,50,0.2581992797118847
2017-10-31,beta_60d_market_sector_neutral,average_dollar_volume_20d_sector_neutral,50,0.46189675870348135
2017-11-30,beta_60d_market_sector_neutral,average_dollar_volume_20d_sector_neutral,50,0.34290516206482585
2017-12-29,beta_60d_market_sector_neutral,average_dollar_volume_20d_sector_neutral,50,0.18665066026410562
2018-01-31,beta_60d_market_sector_neutral,average_dollar_volume_20d_sector_neutral,50,0.0182953181272509
2018-02-28,beta_60d_market_sector_neutral,average_dollar_volume_20d_sector_neutral,50,0.06785114045618247
2018-03-29,beta_60d_market_sector_neutral,average_dollar_volume_20d_sector_neutral,50,0.22545018007202883
2018-04-30,beta_60d_market_sector_neutral,average_dollar_volume_20d_sector_neutral,50,0.3301320528211284
2018-05-31,beta_60d_market_sector_neutral,average_dollar_volume_20d_sector_neutral,50,0.4339495798319327
2018-06-29,beta_60d_market_sector_neutral,average_dollar_volume_20d_sector_neutral,50,0.3247539015606243
2018-07-31,beta_60d_market_sector_neutral,average_dollar_volume_20d_sector_neutral,50,0.22641056422569028
2018-08-31,beta_60d_market_sector_neutral,average_dollar_volume_20d_sector_neutral,50,0.2618487394957983
2018-09-28,beta_60d_market_sector_neutral,average_dollar_volume_20d_sector_neutral,50,0.24100840336134452
2018-10-31,beta_60d_market_sector_neutral,average_dollar_volume_20d_sector_neutral,50,0.3106362545018007
2018-11-30,beta_60d_market_sector_neutral,average_dollar_volume_20d_sector_neutral,50,0.2665546218487395
2018-12-31,beta_60d_market_sector_neutral,average_dollar_volume_20d_sector_neutral,50,0.23803121248499398
2019-01-31,beta_60d_market_sector_neutral,average_dollar_volume_20d_sector_neutral,50,0.41848739495798315
2019-02-28,beta_60d_market_sector_neutral,average_dollar_volume_20d_sector_neutral,50,0.36509003601440576
2019-03-29,beta_60d_market_sector_neutral,average_dollar_volume_20d_sector_neutral,50,0.27683073229291716
2019-04-30,beta_60d_market_sector_neutral,average_dollar_volume_20d_sector_neutral,50,0.17282112845138053
2019-05-31,beta_60d_market_sector_neutral,average_dollar_volume_20d_sector_neutral,50,0.07793517406962785
2019-06-28,beta_60d_market_sector_neutral,average_dollar_volume_20d_sector_neutral,50,0.04710684273709483
2019-07-31,beta_60d_market_sector_neutral,average_dollar_volume_20d_sector_neutral,50,0.12096038415366145
2019-08-30,beta_60d_market_sector_neutral,average_dollar_volume_20d_sector_neutral,50,-0.08773109243697479
2019-09-30,beta_60d_market_sector_neutral,average_dollar_volume_20d_sector_neutral,50,0.011860744297719087
2019-10-31,beta_60d_market_sector_neutral,average_dollar_volume_20d_sector_neutral,50,0.13066026410564224
2019-11-29,beta_60d_market_sector_neutral,average_dollar_volume_20d_sector_neutral,50,0.05930372148859543
2019-12-31,beta_60d_market_sector_neutral,average_dollar_volume_20d_sector_neutral,50,0.05354141656662665
2014-01-31,beta_60d_market_sector_neutral,distance_sma_200d_sector_neutral,0,
2014-02-28,beta_60d_market_sector_neutral,distance_sma_200d_sector_neutral,0,
