as_of_date,sector,signal,observations,ic
2016-12-30,Financials,amihud_illiquidity_20d_sector_neutral,7,-0.42857142857142866
2017-01-31,Financials,amihud_illiquidity_20d_sector_neutral,7,-0.7142857142857144
2017-02-28,Financials,amihud_illiquidity_20d_sector_neutral,7,0.21428571428571433
2017-03-31,Financials,amihud_illiquidity_20d_sector_neutral,7,-0.03571428571428572
2017-04-28,Financials,amihud_illiquidity_20d_sector_neutral,7,0.25
2017-05-31,Financials,amihud_illiquidity_20d_sector_neutral,7,-0.5
2017-06-30,Financials,amihud_illiquidity_20d_sector_neutral,7,0.5
2017-07-31,Financials,amihud_illiquidity_20d_sector_neutral,7,0.5714285714285715
2017-08-31,Financials,amihud_illiquidity_20d_sector_neutral,7,-0.21428571428571433
2017-09-29,Financials,amihud_illiquidity_20d_sector_neutral,7,-0.5357142857142858
2017-10-31,Financials,amihud_illiquidity_20d_sector_neutral,7,-0.8214285714285715
2017-11-30,Financials,amihud_illiquidity_20d_sector_neutral,7,-0.7857142857142859
2017-12-29,Financials,amihud_illiquidity_20d_sector_neutral,7,0.21428571428571433
2018-01-31,Financials,amihud_illiquidity_20d_sector_neutral,7,0.0
2018-02-28,Financials,amihud_illiquidity_20d_sector_neutral,7,0.6785714285714287
2018-03-29,Financials,amihud_illiquidity_20d_sector_neutral,7,-0.14285714285714288
2018-04-30,Financials,amihud_illiquidity_20d_sector_neutral,7,0.3571428571428572
2018-05-31,Financials,amihud_illiquidity_20d_sector_neutral,7,0.42857142857142866
2018-06-29,Financials,amihud_illiquidity_20d_sector_neutral,7,-0.7142857142857144
2018-07-31,Financials,amihud_illiquidity_20d_sector_neutral,7,0.7500000000000002
2018-08-31,Financials,amihud_illiquidity_20d_sector_neutral,7,0.39285714285714296
2018-09-28,Financials,amihud_illiquidity_20d_sector_neutral,7,0.14285714285714288
2018-10-31,Financials,amihud_illiquidity_20d_sector_neutral,7,-0.42857142857142866
2018-11-30,Financials,amihud_illiquidity_20d_sector_neutral,7,0.642857142857143
2018-12-31,Financials,amihud_illiquidity_20d_sector_neutral,7,0.3214285714285715
2019-01-31,Financials,amihud_illiquidity_20d_sector_neutral,7,0.0
2019-02-28,Financials,amihud_illiquidity_20d_sector_neutral,7,0.4642857142857144
2019-03-29,Financials,amihud_illiquidity_20d_sector_neutral,7,-0.28571428571428575
2019-04-30,Financials,amihud_illiquidity_20d_sector_neutral,7,0.0
2019-05-31,Financials,amihud_illiquidity_20d_sector_neutral,7,0.28571428571428575
2019-06-28,Financials,amihud_illiquidity_20d_sector_neutral,7,0.25
2019-07-31,Financials,amihud_illiquidity_20d_sector_neutral,7,0.14285714285714288
2019-08-30,Financials,amihud_illiquidity_20d_sector_neutral,7,-0.03571428571428572
2019-09-30,Financials,amihud_illiquidity_20d_sector_neutral,7,-0.42857142857142866
2019-10-31,Financials,amihud_illiquidity_20d_sector_neutral,7,-0.6785714285714287
2019-11-29,Financials,amihud_illiquidity_20d_sector_neutral,7,-0.42857142857142866
2019-12-31,Financials,amihud_illiquidity_20d_sector_neutral,7,-0.03571428571428572
2014-01-31,Health Care,amihud_illiquidity_20d_sector_neutral,7,0.14285714285714288
2014-02-28,Health Care,amihud_illiquidity_20d_sector_neutral,7,-0.21428571428571433
2014-03-31,Health Care,amihud_illiquidity_20d_sector_neutral,7,-0.6071428571428572
2014-04-30,Health Care,amihud_illiquidity_20d_sector_neutral,7,0.5
2014-05-30,Health Care,amihud_illiquidity_20d_sector_neutral,7,0.1785714285714286
2014-06-30,Health Care,amihud_illiquidity_20d_sector_neutral,7,0.1785714285714286
2014-07-31,Health Care,amihud_illiquidity_20d_sector_neutral,7,-0.25
2014-08-29,Health Care,amihud_illiquidity_20d_sector_neutral,7,-0.6071428571428572
2014-09-30,Health Care,amihud_illiquidity_20d_sector_neutral,7,0.21428571428571433
2014-10-31,Health Care,amihud_illiquidity_20d_sector_neutral,7,0.5357142857142858
2014-11-28,Health Care,amihud_illiquidity_20d_sector_neutral,7,0.39285714285714296
2014-12-31,Health Care,amihud_illiquidity_20d_sector_neutral,7,-0.14285714285714288
2015-01-30,Health Care,amihud_illiquidity_20d_sector_neutral,7,0.5357142857142858
2015-02-27,Health Care,amihud_illiquidity_20d_sector_neutral,7,0.42857142857142866
2015-03-31,Health Care,amihud_illiquidity_20d_sector_neutral,7,-0.39285714285714296
2015-04-30,Health Care,amihud_illiquidity_20d_sector_neutral,7,0.5357142857142858
2015-05-29,Health Care,amihud_illiquidity_20d_sector_neutral,7,0.25
2015-06-30,Health Care,amihud_illiquidity_20d_sector_neutral,7,0.1785714285714286
2015-07-31,Health Care,amihud_illiquidity_20d_sector_neutral,7,-0.14285714285714288
2015-08-31,Health Care,amihud_illiquidity_20d_sector_neutral,7,0.28571428571428575
2015-09-30,Health Care,amihud_illiquidity_20d_sector_neutral,7,-0.28571428571428575
2015-10-30,Health Care,amihud_illiquidity_20d_sector_neutral,7,0.21428571428571433
2015-11-30,Health Care,amihud_illiquidity_20d_sector_neutral,7,0.25
2015-12-31,Health Care,amihud_illiquidity_20d_sector_neutral,7,-0.8928571428571429
2016-01-29,Health Care,amihud_illiquidity_20d_sector_neutral,7,0.07142857142857144
2016-02-29,Health Care,amihud_illiquidity_20d_sector_neutral,7,0.42857142857142866
2016-03-31,Health Care,amihud_illiquidity_20d_sector_neutral,7,0.42857142857142866
2016-04-29,Health Care,amihud_illiquidity_20d_sector_neutral,7,0.39285714285714296
2016-05-31,Health Care,amihud_illiquidity_20d_sector_neutral,7,-0.6071428571428572
2016-06-30,Health Care,amihud_illiquidity_20d_sector_neutral,7,0.7142857142857144
2016-07-29,Health Care,amihud_illiquidity_20d_sector_neutral,7,-0.21428571428571433
2016-08-31,Health Care,amihud_illiquidity_20d_sector_neutral,7,0.7857142857142859
2016-09-30,Health Care,amihud_illiquidity_20d_sector_neutral,7,-0.42857142857142866
2016-10-31,Health Care,amihud_illiquidity_20d_sector_neutral,7,-0.42857142857142866
2016-11-30,Health Care,amihud_illiquidity_20d_sector_neutral,7,-0.3214285714285715
2016-12-30,Health Care,amihud_illiquidity_20d_sector_neutral,7,0.6785714285714287
2017-01-31,Health Care,amihud_illiquidity_20d_sector_neutral,7,-0.07142857142857144
2017-02-28,Health Care,amihud_illiquidity_20d_sector_neutral,7,-0.1785714285714286
2017-03-31,Health Care,amihud_illiquidity_20d_sector_neutral,7,0.14285714285714288
2017-04-28,Health Care,amihud_illiquidity_20d_sector_neutral,7,0.0
2017-05-31,Health Care,amihud_illiquidity_20d_sector_neutral,7,0.42857142857142866
2017-06-30,Health Care,amihud_illiquidity_20d_sector_neutral,7,-0.03571428571428572
2017-07-31,Health Care,amihud_illiquidity_20d_sector_neutral,7,0.07142857142857144
2017-08-31,Health Care,amihud_illiquidity_20d_sector_neutral,7,0.6785714285714287
2017-09-29,Health Care,amihud_illiquidity_20d_sector_neutral,7,-0.10714285714285716
2017-10-31,Health Care,amihud_illiquidity_20d_sector_neutral,7,-0.14285714285714288
2017-11-30,Health Care,amihud_illiquidity_20d_sector_neutral,7,0.3571428571428572
2017-12-29,Health Care,amihud_illiquidity_20d_sector_neutral,7,0.42857142857142866
2018-01-31,Health Care,amihud_illiquidity_20d_sector_neutral,7,0.3571428571428572
2018-02-28,Health Care,amihud_illiquidity_20d_sector_neutral,7,0.3214285714285715
2018-03-29,Health Care,amihud_illiquidity_20d_sector_neutral,7,-0.3214285714285715
2018-04-30,Health Care,amihud_illiquidity_20d_sector_neutral,7,0.3571428571428572
2018-05-31,Health Care,amihud_illiquidity_20d_sector_neutral,7,-0.25
2018-06-29,Health Care,amihud_illiquidity_20d_sector_neutral,7,0.42857142857142866
2018-07-31,Health Care,amihud_illiquidity_20d_sector_neutral,7,-0.3214285714285715
2018-08-31,Health Care,amihud_illiquidity_20d_sector_neutral,7,0.07142857142857144
2018-09-28,Health Care,amihud_illiquidity_20d_sector_neutral,7,-0.6071428571428572
2018-10-31,Health Care,amihud_illiquidity_20d_sector_neutral,7,0.5
2018-11-30,Health Care,amihud_illiquidity_20d_sector_neutral,7,-0.07142857142857144
2018-12-31,Health Care,amihud_illiquidity_20d_sector_neutral,7,0.21428571428571433
2019-01-31,Health Care,amihud_illiquidity_20d_sector_neutral,7,0.3571428571428572
2019-02-28,Health Care,amihud_illiquidity_20d_sector_neutral,7,0.42857142857142866
2019-03-29,Health Care,amihud_illiquidity_20d_sector_neutral,7,0.5714285714285715
2019-04-30,Health Care,amihud_illiquidity_20d_sector_neutral,7,-0.21428571428571433
2019-05-31,Health Care,amihud_illiquidity_20d_sector_neutral,7,0.21428571428571433
2019-06-28,Health Care,amihud_illiquidity_20d_sector_neutral,7,0.25
2019-07-31,Health Care,amihud_illiquidity_20d_sector_neutral,7,0.5
2019-08-30,Health Care,amihud_illiquidity_20d_sector_neutral,7,-0.07142857142857144
2019-09-30,Health Care,amihud_illiquidity_20d_sector_neutral,7,0.0
2019-10-31,Health Care,amihud_illiquidity_20d_sector_neutral,7,-0.5357142857142858
2019-11-29,Health Care,amihud_illiquidity_20d_sector_neutral,7,-0.28571428571428575
2019-12-31,Health Care,amihud_illiquidity_20d_sector_neutral,7,0.28571428571428575
2014-01-31,Industrials,amihud_illiquidity_20d_sector_neutral,5,0.6
2014-02-28,Industrials,amihud_illiquidity_20d_sector_neutral,5,-0.3
2014-03-31,Industrials,amihud_illiquidity_20d_sector_neutral,5,-0.6
2014-04-30,Industrials,amihud_illiquidity_20d_sector_neutral,5,0.19999999999999998
2014-05-30,Industrials,amihud_illiquidity_20d_sector_neutral,5,-0.49999999999999994
2014-06-30,Industrials,amihud_illiquidity_20d_sector_neutral,5,0.6
2014-07-31,Industrials,amihud_illiquidity_20d_sector_neutral,5,-0.3
2014-08-29,Industrials,amihud_illiquidity_20d_sector_neutral,5,0.3
2014-09-30,Industrials,amihud_illiquidity_20d_sector_neutral,5,0.6
2014-10-31,Industrials,amihud_illiquidity_20d_sector_neutral,5,0.0
2014-11-28,Industrials,amihud_illiquidity_20d_sector_neutral,5,-0.49999999999999994
2014-12-31,Industrials,amihud_illiquidity_20d_sector_neutral,5,0.09999999999999999
2015-01-30,Industrials,amihud_illiquidity_20d_sector_neutral,5,0.09999999999999999
2015-02-27,Industrials,amihud_illiquidity_20d_sector_neutral,5,0.39999999999999997
2015-03-31,Industrials,amihud_illiquidity_20d_sector_neutral,5,-0.19999999999999998
2015-04-30,Industrials,amihud_illiquidity_20d_sector_neutral,5,0.49999999999999994
2015-05-29,Industrials,amihud_illiquidity_20d_sector_neutral,5,0.3
2015-06-30,Industrials,amihud_illiquidity_20d_sector_neutral,5,0.6
2015-07-31,Industrials,amihud_illiquidity_20d_sector_neutral,5,0.6
2015-08-31,Industrials,amihud_illiquidity_20d_sector_neutral,5,0.19999999999999998
2015-09-30,Industrials,amihud_illiquidity_20d_sector_neutral,5,-0.6
2015-10-30,Industrials,amihud_illiquidity_20d_sector_neutral,5,-0.7
2015-11-30,Industrials,amihud_illiquidity_20d_sector_neutral,5,-0.09999999999999999
2015-12-31,Industrials,amihud_illiquidity_20d_sector_neutral,5,0.3
2016-01-29,Industrials,amihud_illiquidity_20d_sector_neutral,5,-0.7
2016-02-29,Industrials,amihud_illiquidity_20d_sector_neutral,5,0.3
2016-03-31,Industrials,amihud_illiquidity_20d_sector_neutral,5,0.3
2016-04-29,Industrials,amihud_illiquidity_20d_sector_neutral,5,0.09999999999999999
2016-05-31,Industrials,amihud_illiquidity_20d_sector_neutral,5,-0.09999999999999999
2016-06-30,Industrials,amihud_illiquidity_20d_sector_neutral,5,0.6
2016-07-29,Industrials,amihud_illiquidity_20d_sector_neutral,5,-0.09999999999999999
2016-08-31,Industrials,amihud_illiquidity_20d_sector_neutral,5,0.6
2016-09-30,Industrials,amihud_illiquidity_20d_sector_neutral,5,-0.6
2016-10-31,Industrials,amihud_illiquidity_20d_sector_neutral,5,0.09999999999999999
2016-11-30,Industrials,amihud_illiquidity_20d_sector_neutral,5,-0.3
2016-12-30,Industrials,amihud_illiquidity_20d_sector_neutral,5,0.6
2017-01-31,Industrials,amihud_illiquidity_20d_sector_neutral,5,-0.6
2017-02-28,Industrials,amihud_illiquidity_20d_sector_neutral,5,-0.6
2017-03-31,Industrials,amihud_illiquidity_20d_sector_neutral,5,-0.49999999999999994
2017-04-28,Industrials,amihud_illiquidity_20d_sector_neutral,5,-0.09999999999999999
2017-05-31,Industrials,amihud_illiquidity_20d_sector_neutral,5,0.3
2017-06-30,Industrials,amihud_illiquidity_20d_sector_neutral,5,-0.3
2017-07-31,Industrials,amihud_illiquidity_20d_sector_neutral,5,0.6
2017-08-31,Industrials,amihud_illiquidity_20d_sector_neutral,5,0.09999999999999999
2017-09-29,Industrials,amihud_illiquidity_20d_sector_neutral,5,-0.8999999999999998
2017-10-31,Industrials,amihud_illiquidity_20d_sector_neutral,5,0.19999999999999998
2017-11-30,Industrials,amihud_illiquidity_20d_sector_neutral,5,0.0
2017-12-29,Industrials,amihud_illiquidity_20d_sector_neutral,5,-0.09999999999999999
2018-01-31,Industrials,amihud_illiquidity_20d_sector_neutral,5,-0.39999999999999997
2018-02-28,Industrials,amihud_illiquidity_20d_sector_neutral,5,0.39999999999999997
2018-03-29,Industrials,amihud_illiquidity_20d_sector_neutral,5,0.8999999999999998
2018-04-30,Industrials,amihud_illiquidity_20d_sector_neutral,5,-0.3
2018-05-31,Industrials,amihud_illiquidity_20d_sector_neutral,5,-0.3
2018-06-29,Industrials,amihud_illiquidity_20d_sector_neutral,5,0.19999999999999998
2018-07-31,Industrials,amihud_illiquidity_20d_sector_neutral,5,0.39999999999999997
2018-08-31,Industrials,amihud_illiquidity_20d_sector_neutral,5,-0.39999999999999997
2018-09-28,Industrials,amihud_illiquidity_20d_sector_neutral,5,0.49999999999999994
2018-10-31,Industrials,amihud_illiquidity_20d_sector_neutral,5,-0.19999999999999998
2018-11-30,Industrials,amihud_illiquidity_20d_sector_neutral,5,-0.09999999999999999
2018-12-31,Industrials,amihud_illiquidity_20d_sector_neutral,5,-0.19999999999999998
2019-01-31,Industrials,amihud_illiquidity_20d_sector_neutral,5,-0.6
2019-02-28,Industrials,amihud_illiquidity_20d_sector_neutral,5,-0.19999999999999998
2019-03-29,Industrials,amihud_illiquidity_20d_sector_neutral,5,-0.6
2019-04-30,Industrials,amihud_illiquidity_20d_sector_neutral,5,-0.6
2019-05-31,Industrials,amihud_illiquidity_20d_sector_neutral,5,0.49999999999999994
2019-06-28,Industrials,amihud_illiquidity_20d_sector_neutral,5,0.8999999999999998
2019-07-31,Industrials,amihud_illiquidity_20d_sector_neutral,5,0.3
2019-08-30,Industrials,amihud_illiquidity_20d_sector_neutral,5,-0.09999999999999999
2019-09-30,Industrials,amihud_illiquidity_20d_sector_neutral,5,-0.09999999999999999
2019-10-31,Industrials,amihud_illiquidity_20d_sector_neutral,5,0.6
2019-11-29,Industrials,amihud_illiquidity_20d_sector_neutral,5,-0.19999999999999998
2019-12-31,Industrials,amihud_illiquidity_20d_sector_neutral,5,-0.49999999999999994
2014-01-31,Information Technology,amihud_illiquidity_20d_sector_neutral,8,0.6904761904761906
2014-02-28,Information Technology,amihud_illiquidity_20d_sector_neutral,8,-0.09523809523809526
2014-03-31,Information Technology,amihud_illiquidity_20d_sector_neutral,8,-0.38095238095238104
2014-04-30,Information Technology,amihud_illiquidity_20d_sector_neutral,8,0.2380952380952381
2014-05-30,Information Technology,amihud_illiquidity_20d_sector_neutral,8,-0.3333333333333334
2014-06-30,Information Technology,amihud_illiquidity_20d_sector_neutral,8,-0.6428571428571429
2014-07-31,Information Technology,amihud_illiquidity_20d_sector_neutral,8,0.38095238095238104
2014-08-29,Information Technology,amihud_illiquidity_20d_sector_neutral,8,-0.023809523809523815
2014-09-30,Information Technology,amihud_illiquidity_20d_sector_neutral,8,-0.30952380952380953
2014-10-31,Information Technology,amihud_illiquidity_20d_sector_neutral,8,0.0
2014-11-28,Information Technology,amihud_illiquidity_20d_sector_neutral,8,0.3571428571428572
2014-12-31,Information Technology,amihud_illiquidity_20d_sector_neutral,8,0.14285714285714288
2015-01-30,Information Technology,amihud_illiquidity_20d_sector_neutral,8,0.5476190476190477
2015-02-27,Information Technology,amihud_illiquidity_20d_sector_neutral,8,0.5000000000000001
2015-03-31,Information Technology,amihud_illiquidity_20d_sector_neutral,8,-0.2142857142857143
2015-04-30,Information Technology,amihud_illiquidity_20d_sector_neutral,8,0.11904761904761905
2015-05-29,Information Technology,amihud_illiquidity_20d_sector_neutral,8,-0.8095238095238096
2015-06-30,Information Technology,amihud_illiquidity_20d_sector_neutral,8,-0.28571428571428575
2015-07-31,Information Technology,amihud_illiquidity_20d_sector_neutral,8,0.6428571428571429
2015-08-31,Information Technology,amihud_illiquidity_20d_sector_neutral,8,0.4761904761904762
2015-09-30,Information Technology,amihud_illiquidity_20d_sector_neutral,8,-0.09523809523809526
2015-10-30,Information Technology,amihud_illiquidity_20d_sector_neutral,8,0.523809523809524
2015-11-30,Information Technology,amihud_illiquidity_20d_sector_neutral,8,0.6190476190476191
2015-12-31,Information Technology,amihud_illiquidity_20d_sector_neutral,8,-0.3571428571428572
2016-01-29,Information Technology,amihud_illiquidity_20d_sector_neutral,8,0.11904761904761905
2016-02-29,Information Technology,amihud_illiquidity_20d_sector_neutral,8,0.4285714285714286
2016-03-31,Information Technology,amihud_illiquidity_20d_sector_neutral,8,0.8333333333333335
2016-04-29,Information Technology,amihud_illiquidity_20d_sector_neutral,8,0.07142857142857144
2016-05-31,Information Technology,amihud_illiquidity_20d_sector_neutral,8,0.8095238095238096
2016-06-30,Information Technology,amihud_illiquidity_20d_sector_neutral,8,0.3571428571428572
2016-07-29,Information Technology,amihud_illiquidity_20d_sector_neutral,8,0.28571428571428575
2016-08-31,Information Technology,amihud_illiquidity_20d_sector_neutral,8,0.07142857142857144
2016-09-30,Information Technology,amihud_illiquidity_20d_sector_neutral,8,0.023809523809523815
2016-10-31,Information Technology,amihud_illiquidity_20d_sector_neutral,8,0.5000000000000001
2016-11-30,Information Technology,amihud_illiquidity_20d_sector_neutral,8,-0.04761904761904763
2016-12-30,Information Technology,amihud_illiquidity_20d_sector_neutral,8,0.11904761904761905
2017-01-31,Information Technology,amihud_illiquidity_20d_sector_neutral,8,-0.1666666666666667
2017-02-28,Information Technology,amihud_illiquidity_20d_sector_neutral,8,0.2142857142857143
2017-03-31,Information Technology,amihud_illiquidity_20d_sector_neutral,8,-0.5714285714285715
2017-04-28,Information Technology,amihud_illiquidity_20d_sector_neutral,8,0.30952380952380953
2017-05-31,Information Technology,amihud_illiquidity_20d_sector_neutral,8,-0.14285714285714288
2017-06-30,Information Technology,amihud_illiquidity_20d_sector_neutral,8,-0.07142857142857144
2017-07-31,Information Technology,amihud_illiquidity_20d_sector_neutral,8,-0.8095238095238096
2017-08-31,Information Technology,amihud_illiquidity_20d_sector_neutral,8,0.3333333333333334
2017-09-29,Information Technology,amihud_illiquidity_20d_sector_neutral,8,-0.4761904761904762
2017-10-31,Information Technology,amihud_illiquidity_20d_sector_neutral,8,0.4047619047619048
2017-11-30,Information Technology,amihud_illiquidity_20d_sector_neutral,8,-0.09523809523809526
2017-12-29,Information Technology,amihud_illiquidity_20d_sector_neutral,8,-0.4523809523809524
